STATION,NAME,DESCRIPTION,LATITUDE,LONGITUDE,STATUS,FIRST_YEAR,LAST_YEAR,TOTAL_YEARS,MISS_YEARS
18000028020,Ottawa River,"Deep River Raw Water Composite,",46.11003627,-77.49316235,I,1966,1975,10,0
18000029502,Ottawa River,"At Alexander Point,",46.12936002,-77.52416998,I,1966,1974,9,0
18000029921,Ottawa River,"Des Joachins Raw Water Composite,",46.18283227,-77.6966026,I,1966,1975,10,0
18000030002,Ottawa River,"At Des Joachims Dam 1000'From P/Q Shore,",46.18195752,-77.69771873,I,1968,1979,12,0
18000030102,Ottawa River,"Des Joachins Dam 500' From P/Q Shore,",46.18328739,-77.69718973,I,1968,1969,2,0
18000030202,Ottawa River,"Des Joachins Dam 1500' From P/Q Shore,",46.18062877,-77.6982021,I,1968,1969,2,0
18000030302,Ottawa River,"Maconnell Lake Dam 500' From Shore,",46.20493002,-77.74993998,I,1968,1969,2,0
18000030402,Ottawa River,"Maconnell Lake Dam 1000' From Shore,",46.20601002,-77.75193998,I,1968,1968,1,0
18000032002,Ottawa River,"Deux Rivieres 1000' From P/Q Shore,",46.25965002,-78.28948998,I,1968,1974,7,0
18000032102,Ottawa River,"At Deux Rivieres 500' From P/Q Shore,",46.26348902,-78.28986211,I,1968,1969,2,0
18000032202,Ottawa River,"Deux Rivieres 1St Channel From Ontario,",46.25383089,-78.28933823,I,1968,1969,2,0
18000032302,Ottawa River,"Deux Rivieres 2Nd Channel From Ontario,",46.25681814,-78.28841923,I,1968,1969,2,0
18000032402,Ottawa River,"Deux Rivieres 3Rd Channel From Ontario,",46.25922877,-78.28955536,I,1968,1969,2,0
18000034002,Ottawa River,"Cpr Bridge Mattawa 1200' From Shore,",46.32231339,-78.70548823,I,1968,1971,4,0
18000034102,Ottawa River,"Cpr Bridge Mattawa 400' From P/Q Shore,",46.32478214,-78.70580361,I,1968,1969,2,0
18000034202,Ottawa River,"Cpr Bridge Mattawa 800' From P/Q Shore,",46.32350064,-78.70573336,I,1968,1969,2,0
18000034302,Ottawa River,"Cpr Bridge Mattawa 1600' From P/Q Shore,",46.32142689,-78.70542098,I,1968,1969,2,0
18000036002,Ottawa River,"At Otto Holden Dam 1200' From P/Q Shore,",46.372615,-78.725639,A,1968,2021,40,13
18000036102,Ottawa River,"At Otto Holden Dam 200' From P/Q Shore,",46.37904752,-78.72496261,I,1968,1969,2,0
18000036202,Ottawa River,"At Otto Holden Dam 400' From P/Q Shore,",46.37900214,-78.72571898,I,1968,1969,2,0
18000036302,Ottawa River,"At Otto Holden Dam 800' From P/Q Shore,",46.37885527,-78.72718261,I,1968,1969,2,0
18000038002,Ottawa River,"Dam At Temiscaming 600' From P/Q Shore,",46.70841127,-79.10292698,I,1968,1992,13,12
18000038102,Ottawa River,"Dam At Temiscaming 200'From P/Q Shore,",46.70852339,-79.10233273,I,1968,1970,3,0
18000038202,Ottawa River,"Dam At Temiscaming 400' From P/Q Shore,",46.70833864,-79.10356648,I,1968,1969,2,0
18003300102,Rideau River,"At Sussex Drive East Ottawa,",45.44116952,-75.69482623,I,1966,1971,6,0
18003300202,Rideau River,"At Sussex Drive West Ottawa,",45.43937739,-75.69597385,I,1966,1971,6,0
18003300302,Kemptville Creek,"Leeds And Grenville Cnty Rd 43, ,Kemptville",45.02735664,-75.64159073,A,1964,2021,58,0
18003300402,Rideau River,"At Highway 43,",44.88409626,-75.99223935,I,1964,1971,8,0
18003300502,Rideau River,"At Old Sly Locks,  Smith Falls,",44.89199464,-76.00534335,I,1966,1980,15,0
18003300602,Tay River,"At Scotch Line Road Below Perth,",44.89988664,-76.19761673,I,1964,1971,8,0
18003300702,Rideau River,"Narrows Lock Bridge North Of Crosby,",44.70291276,-76.29587448,I,1966,1980,14,1
18003300802,Tay River,"1.5 Km Dwnstrm Perth Lagoons,",44.89281376,-76.19725198,A,1967,2021,54,1
18003300902,Tay River,"At Market Street Perth,",44.89583301,-76.25394535,I,1967,1980,14,0
18003301002,Rideau River,"At Cpr Bridge Merickville,",44.92161389,-75.83050635,I,1968,1971,4,0
18003301102,Rideau River,"Highway 43 Merrickville,",44.91721901,-75.83725085,I,1968,1980,12,1
18003301202,Rideau River,"At Dam In Black Rapids,",45.32091814,-75.69653123,I,1968,1980,12,1
18003301302,Manotic Creek,"Manotic Road Near Township Road 15,",45.29157077,-75.69886173,I,1968,1970,3,0
18003301402,Rideau River,"At Osgoode Township Road 5,",45.21762589,-75.6646171,I,1968,1970,3,0
18003301502,Rideau River,"At Bridge Town Of Kars,",45.15020277,-75.64330885,I,1968,1970,3,0
18003301602,Jock River,"At Twp.Line Downstream From Richmond,",45.20152377,-75.82080123,I,1968,1983,14,2
18003301702,Jock River,"At Queen Street Richmond,",45.18923377,-75.83252648,I,1968,1984,16,1
18003301802,Rideau River,"At Burritt Rapids Bridge,",44.98228989,-75.79735235,I,1968,1980,13,0
18003301902,Rideau River,"At Bridge In Rideau Ferry,",44.84754014,-76.14087123,I,1968,1980,13,0
18003302002,Rideau River,"At Rockey Narrows Rideau Lake,",44.79220914,-76.20021598,I,1968,1980,12,1
18003302102,Big Rideau Lake,"At Portland,",44.70250614,-76.18621185,I,1968,1983,5,11
18003302202,Upper Rideau Lake,"At Westport Bridge,",44.68032764,-76.39465735,I,1968,1971,4,0
18003302302,Tay River,"Bolingbroke Station Rd,  At Dam, ,Bolingbroke",44.75978089,-76.51957335,A,1968,2021,53,1
18003302402,Crow Lake Inlet,"Community Of Crow Lake,",44.73060776,-76.60808623,I,1968,1980,12,1
18003302501,Bobs Lake,"End Of Road To Timmermans Island,",44.68687001,-76.5757501,I,1968,1980,12,1
18003302602,Rideau River,"Rawley Rd,  At Dam,  Kilmarmock,",44.88736514,-75.92729773,A,1970,2021,51,1
18003302702,Rideau River,"At Kilmarnock,",44.88736864,-75.92729285,I,1970,1971,2,0
18003302802,Rideau River,"Dnstr.From Confluence With Jock River,",45.26283814,-75.70609298,I,1970,1986,17,0
18003302902,Rideau River,"Roger Stevens Rd,  Reg Rd 6,  Dwnstrm Kars,",45.16190239,-75.63389485,A,1970,2021,52,0
18003303102,Rideau River,"Hogs Back Rd,  Ottawa,",45.37069889,-75.69654048,A,1972,2021,48,1
18003303402,Rideau River,"St. Patrick St.,  Ottawa,",45.43743002,-75.67854073,A,1969,2021,52,1
18003303502,Rideau River,"Nicolsons Lock,  Andrewsville,",44.95113552,-75.81947835,A,1980,2021,42,0
18003303602,Jock River,"Moodie Dr.,  W Of Hwy 416,",45.24920927,-75.7908066,A,1980,2021,42,0
18003303702,Rideau River,"Long Island Gauging Station, ,Dnstrm Manotick",45.249172,-75.703129,A,1980,2021,42,0
18003400102,Rideau Canal,"At Lock No1 Ottawa,",45.42571739,-75.69683823,I,1966,1971,6,0
18003400202,Rideau Canal,"At Hmcs Carleton,",45.39607777,-75.70456773,I,1970,1971,2,0
18008700120,Chalk River,"Petawawa Forestry Station Composite,",45.99686527,-77.44002898,I,1966,1975,10,0
18008700220,Chalk River,"Petawawa Forestry Station Composite,",45.99842002,-77.44071998,I,1973,1975,3,0
18013700102,Slate Creek,"Hwy 567,  S. Of North Cobalt,",47.40701014,-79.60921823,I,1988,2005,9,9
18013700202,Slate Creek,"Upstream Of Tailings,",47.39906664,-79.62550023,I,1988,1993,6,0
18091002002,Rigaur River,"Hwy 17 Town Of Rigaur P.Q.,",45.48096002,-74.30330998,I,1968,1971,4,0
18098002002,North River,"At Bridge On Highway 29 St Andrews East,",45.56307002,-74.33720998,I,1968,1971,4,0
18156001002,Riviere Rouge,"At Highway No 8 Calumet P.Q.,",45.64379002,-74.69138998,I,1968,1975,8,0
18207000302,Payne River,"La Freniere Rd,  Cnty Rd 13,  E Of Crysler,",45.22594902,-75.12532535,I,2005,2005,1,0
18207000402,Bear Brook,"Robillard Rd,  Cnty Rd 19,  N Of Lemieux,",45.42055402,-75.0842491,I,2005,2005,1,0
18207000502,Scotch River,"Scotch River Rd,  N Of Riceville,",45.44437452,-74.96079573,I,2005,2013,2,7
18207000702,Scotch River West,"Cnty Rd 3,  W. Of St. Isidore,",45.37543089,-74.94766473,A,2003,2021,19,0
18207000802,Cobbs Lake Creek,"Cnty Rd 19,  Pendleton,",45.44486302,-75.06108698,A,2007,2021,15,0
18207002002,South Nation River,"Cnty Rd 17,  Dwnstrm Plantagenet,",45.55919927,-75.06332235,A,1966,2021,55,1
18207003002,South Nation River,"At Cpr Bridge Plantagenet Spring,",45.37388864,-74.91000123,I,1970,1971,2,0
18207004002,Scotch River,"Conc 17,  Dnstrm St.Isidore,",45.39163639,-74.9400351,I,1965,2003,39,0
18207005002,Scotch River,"Upstream From Dunvegan Creek,",45.37639002,-74.91027998,I,1967,1971,5,0
18207006002,Scotch River East,"Conc 19,  Upstrm St.Isidore,",45.37399664,-74.90711423,A,1967,2021,53,2
18207007002,Ditch,"Above Confluence Of Dunvegan Cr.& Ditch,",45.37835177,-74.91175785,I,1967,1971,5,0
18207008002,Dunvegan Creek,"50 Ft Downstream From Outfall-,",45.38066227,-74.90330948,I,1965,1971,7,0
18207009002,Dunvegan Creek,"50 Ft Upstream Of Outfall +,",45.38059152,-74.9028011,I,1965,1986,8,14
18207009502,Scotch River,"At County Road South Of St.Isidore,",45.36985752,-74.89850373,I,1965,1967,3,0
18207010002,South Nation River,"At Dam Downstream Of Casselman,",45.31853002,-75.0925301,A,1964,2021,58,0
18207011002,South Nation River,"At Dam Chesterville,",45.10123952,-75.22605685,I,1964,2001,36,2
18207012002,Bear Brook,"At Highway 417 South Of Carlsbad Spring,",45.36293127,-75.4859011,I,1974,1974,1,0
18207013002,Bear Brook,"At Carlsbad Spring,",45.37429252,-75.47473148,I,1975,1979,5,0
18207014002,Castor River,"St Andre Rd,  Dwnstrm Russell Lagoon,Discharge",45.26564252,-75.30843935,I,1980,2006,27,0
18207014502,Castor River,"Wade Rd,  Upstrm Russell Lagoon,Discharge",45.26242627,-75.3436171,A,1980,2021,42,0
18207015002,South Natiom River,"Cnty Rd. 18,  Augusta Twp.,3 Km. S. Of Roebuck",44.77975064,-75.58635535,A,1995,2021,27,0
18207016002,South Nation River,"Main St.,  Chesterville,",45.10188314,-75.22882773,A,2002,2021,20,0
18208001002,Riviere De La Petite Nation,"At Bridge On Highway 8 Plaisance,",45.60543002,-75.12630998,I,1968,1971,4,0
18224001002,Blanche River,"At Bridge On Highway 8 West Of Thurso,",45.59945002,-75.21540998,I,1968,1971,4,0
18240003002,Riviere Du Lievre,"At Bridge On Highway 8 Masson,",45.54350002,-75.42525998,I,1968,1968,1,0
18240009002,Riviere Du Lievre,"At Road Bridge In Buckingham P.Q.,",45.59482002,-75.42244998,I,1968,1971,4,0
18240009082,Riviere Du Lievre,"Road Bridge In Buckingham,",45.58583002,-75.41948998,I,1968,1975,5,3
18240010002,Riviere Du Lievre,"At Hydro Dam In Buckingham P.Q.,",45.59032002,-75.42176998,I,1968,1975,8,0
18259002002,Green Creek,"At Highway No 17,",45.45683327,-75.57768648,I,1970,1980,11,0
18266002002,Riviere Gatineau,"Highway 8 Bridge 175' From Left Shore,",45.45642002,-75.57839998,I,1968,1971,4,0
18266002082,Riviere Gatineau,"Highway 8 Bridge Hull,",45.45642002,-75.57839998,I,1972,1975,4,0
18266102002,Riviere Gatineau,"Highway 8 Bridge 525'From Left Shore,",45.45754002,-75.70023998,I,1968,1969,2,0
18268002002,Lake Creek,"At Bridge On Fournier Blvd Hull,",45.41871764,-75.71640848,I,1969,1971,3,0
18272001002,Brewery Creek,"At Fournier Blvd Hull P.Q.,",45.44149002,-75.71218998,I,1968,1975,8,0
18272010002,Brewery Creek,"At Bridge On Tache Blvd Hull,",45.42408002,-75.72474998,I,1968,1969,2,0
18297001002,Watts Creek,"West Shirleys Bay West End Of Ottawa,",45.36244477,-75.89077235,I,1968,1976,9,0
18332001002,Quyon Riviere,"At Bridge On Highway 8 Quyon,",45.52178089,-76.22386048,I,1968,1971,4,0
18337002002,Carp River,"At Bridge East Of Fitzroy Harbour,",45.47380352,-76.21073785,I,1968,1979,12,0
18337010002,Carp River,"First Concession Downstream Of Carp,",45.35143827,-76.0550306,I,1970,1979,10,0
18337010102,Carp River,"Craig Sdrd,  Dwnstrm Carp,",45.35143727,-76.0550306,I,1983,2006,24,0
18337012002,Carp River,"At Highway 17 Upstream Of Carp,",45.34016389,-76.01458885,I,1970,1979,10,0
18337012102,Carp River,"John Shaw Rd,  Dwnstrm Kinburn,",45.41750902,-76.1984511,A,1983,2021,39,0
18343000102,Buckshot Creek,"Frontenac Rd 509,  E. Of Plevna,",44.96843477,-76.96597735,A,2007,2021,15,0
18343000202,Indian River,"Ramsay Conc 8,  W. Of Blakeney,",45.24535502,-76.26013148,A,2007,2021,15,0
18343000302,Fall River,"Outlet Of Sharbot Lake,  Guigue Rd,",44.77488689,-76.64032923,A,2007,2021,15,0
18343003002,Mississippi River,"Railroad Trestle,  Galetta,",45.42325002,-76.25246835,A,1966,2021,56,0
18343003402,Mississippi River,"At Dam,  Dwnstrm Pakenham,",45.33561552,-76.28698885,A,1970,2021,52,0
18343003602,Mississippi River,"At Cpr Bridge Pakenham,",45.32616852,-76.2890336,I,1970,1979,10,0
18343004002,Mississippi River,"Almonte St,  Almonte,",45.22571902,-76.19830973,I,1970,2006,37,0
18343005002,Mississippi River,"Upstream Of Almonte,",45.22684052,-76.19369398,I,1970,1979,10,0
18343006002,Mississippi River,"Below Carleton Place,",45.14877577,-76.12714985,I,1970,1982,13,0
18343006102,Mississippi River,"Lanark Cnty Rd 11,  Appleton,",45.18142302,-76.1253381,A,1983,2021,39,0
18343007002,Mississippi River,"Above Carleton Place,",45.13567814,-76.15009473,I,1970,1979,10,0
18343010001,Mississippi Lake,"Near Lake Park,",45.11129739,-76.17692335,I,1970,1979,10,0
18343015002,Mississippi River,"At Highway 7 Innisville,",45.05245327,-76.25061348,I,1976,1979,4,0
18343017502,Mississippi River,"Dalhousie Lake Outlet,  Lanark,  Cnty Rd 8,",44.97242914,-76.53897848,A,1970,2021,52,0
18343018502,Mississippi River,"At Highway 509 Near Stone Road Station,",44.94053289,-76.68741648,I,1976,1979,4,0
18343019502,Mississippi River,"At Crotch Lake Outlet,",44.93843126,-76.77252685,I,1970,1975,6,0
18343021002,Mississippi River,"At Kashwakamak Lake Outlet,",44.89225026,-76.9589616,I,1970,1979,10,0
18343023002,Mississippi River,"Mazinaw Lake Outlet,  Smarts Rd, ,E. Of Hwy 41",44.85020114,-77.16923323,A,1970,2021,52,0
18343023402,Mississippi River,"At Mazinaw Lake Inlet,",44.96141577,-77.24135135,I,1970,1979,10,0
18343025002,Indian River,"At Clayton Lake Outlet,",45.19112627,-76.32613498,I,1970,1979,10,0
18343052002,Clyde River,"At Dam,  Dwnstrm Lanark,",45.01245302,-76.36411773,A,1970,2021,52,0
18343053002,Clyde River,"Kerr Lake Outlet,  Upstrm Lanark,",45.03017452,-76.36449135,I,1970,2006,37,0
18343057002,Sunday Creek,"At Canonto Lake Outlet,",45.06021427,-76.77648735,I,1970,1975,6,0
18343057202,Canonto Lake,"At Dam Canonto Lake Inlet,",45.03740764,-76.81266323,I,1976,1979,4,0
18343061002,Fall River,"Bennett Lake Outlet,  Upstrm Fallbrook,",44.94763102,-76.41068235,A,1979,2021,43,0
18343063001,Sharbot Lake,"At Highway No 38 Sharbot Lake,",44.76638789,-76.68917273,I,1970,1979,10,0
18349002002,Madawaska River,"Madawaska Blvd,  Arnprior,",45.43451789,-76.34968485,A,1966,2021,56,0
18349020002,York River,"Highway 62 In Bancroft,",45.05593577,-77.85437261,I,1968,1975,8,0
18349021002,York River,"At Second Bridge In Bancroft,",45.05926689,-77.85734623,I,1968,1971,4,0
18351002002,Dochart Creek,"Last Bridge Downstream From Arnprior,",45.44570877,-76.37190685,I,1968,1976,9,0
18369001002,Bonnechere River,"County Road 3 2 Miles East Of Castleford,",45.51443139,-76.5567031,A,1966,2021,48,8
18369020002,Brennans Creek,"At Killaloe Station,",45.55465552,-77.41579635,I,1970,1971,2,0
18394010002,Ottawa River,"At Bridge Bryson,",45.68307002,-76.62374998,I,1969,1971,3,0
18436001002,Coulonge Riviere,"At Highway 8 Bridge Fort Coulonge,",45.85073002,-76.72972998,I,1968,1971,4,0
18454001002,Ottawa River,"Waltham Station Bridge,",45.90380002,-76.92861998,I,1968,1969,2,0
18481002002,Muskrat River,"Highway 17 By Pass Bridge,  Pembroke,",45.82649989,-77.11212148,I,1968,1979,11,1
18493002002,Petawawa River,"Highway 17 Bridge Petawawa,",45.90358102,-77.2856141,I,1968,2000,27,6
18607002002,Mattawa River,"Highway 533 Bridge Mattawa,",46.318781,-78.706637,A,1968,2021,40,13
18607004002,Mattawa River,"Upstream Of Dam From Mattawa,",46.31144914,-78.74996248,I,1968,1971,4,0
18607006002,Kaibuskong River,"Highway 17 15 Miles East Of North Bay,",46.269617,-79.142646,A,1972,2021,19,30
18607008002,Amable Du Fond River,"Highway 17 10 Mile West Of Mattawa,",46.28699,-78.904388,A,1972,2021,19,30
18607009002,Kaibuskong River,"At Dam In Bondfield,",46.23232964,-79.14930898,I,1982,1992,5,6
18607010002,Four Mile Creek,"Northshore Rd,  Upstrm Mouth At,Four Mile Bay",46.33530414,-79.33667423,I,1982,2005,15,9
18607011002,Hogan Creek,"At Hwy 63,",46.33764539,-79.34571836,I,1988,1994,6,1
18607012002,Lee'S Creek,"At Hwy 63,",46.33136102,-79.39924336,I,1988,1990,3,0
18607013002,Doran Creek,"At Hwy 63,",46.32988427,-79.37750398,I,1988,1990,3,0
18629001002,Big Jocko River,"At Bridge Highway 63,",46.61228952,-79.16972273,I,1968,1969,2,0
18642400902,Gordons Creek,"At Railroad Bridge Below Cip 50 Feet,",46.70869664,-79.09810623,I,1968,1968,1,0
18642401002,Gordons Creek,"At Railroad Bridge Below Cip Outfall,",46.71067002,-79.09841998,I,1968,1969,2,0
18642404002,Gordons Creek,"Lumsdems Dam Temiscaming,",46.72831002,-79.09027998,I,1968,1971,4,0
18697000102,Lake Timiskaming Net Lake,"Johnny Creek At Hwy 11, One Mile N. Of,Temagami Ont",47.07779189,-79.79222223,I,1984,1994,11,0
18697000202,Turtle Lake Outlet,"Upstr. Of Link Lake,",47.06660439,-79.83684573,I,1989,1994,6,0
18697500101,Giroux Lake,"At Outlet Near Cobalt,",47.35543302,-79.68489911,I,1968,1993,26,0
18697500202,Montreal River,"Upstream From Confluance With Ottawa R,",47.14162014,-79.46075048,I,1973,1993,9,12
18697500302,Montreal River,"At Highway 11 Latchford,",47.32222627,-79.80995223,I,1973,1996,15,9
18697500401,Giroux Lake,"At Glen Lake Outlet,",47.37036614,-79.66948311,I,1976,1993,18,0
18697500502,Montreal River,"At Hwy 65,  Matachewan,",47.93947202,-80.65065448,I,1994,1994,1,0
18697500602,Montreal River,"At Hwy 65,10 Km Dnst. Matachewan",47.92015764,-80.56270311,I,1994,1994,1,0
18697500702,Montreal River,"At Hwy 65,Elk Lake",47.73150489,-80.32998198,I,1994,1994,1,0
18737000102,Farr Creek,"Downstream From Crosswise Lake,",47.42171439,-79.63063311,I,1968,1996,29,0
18737000201,Cobalt Lake,"At Outlet,  Cobalt,",47.39503752,-79.68421161,I,1968,1993,24,2
18737000301,Sasaginaga Lake,"Near Cobalt,",47.40072427,-79.69425236,I,1968,1990,18,5
18737000402,Farr Creek,"Pedestrian Bridge Off Groom Dr, ,North Cobalt",47.42272752,-79.64102686,I,2003,2005,3,0
18745000102,Wabi Creek,"Highway 11 Bypass Near New Liskeard,",47.52092277,-79.68812398,I,1972,1996,20,5
18771000101,Larder Lake,"Water Pollution Control Plant Outfall,",48.09042164,-79.72065111,I,1968,1971,4,0
18771000201,Larder Lake,"Near Tailings Area,  Larder Lake,",48.10221039,-79.62840048,I,1968,1975,8,0
18771000301,Larder Lake,"Public Beach,  Larder Lake,",48.09476764,-79.71425736,I,1972,1990,14,5
18771000402,Blanche River,"Highway 112,  South Of Swastika,",47.99467289,-80.01802723,I,1972,2005,23,11
18771000502,Blanche River,"At Highway 66 Swastika,",48.10822339,-80.10360861,I,1973,1975,3,0
18771000602,Murdock Creek,"Highway 112,  2.5 Miles East Of Swastika,",48.10400927,-80.05572711,I,1972,2003,20,12
18771000702,Larder River,"At Wendigo Lake Outlet,",47.88371239,-79.76037448,I,1972,1975,4,0
18771000820,Blanche River,"Swastika Municipal Waterworks Intake,",48.10835027,-80.10363836,I,1973,1975,3,0
18771000902,Blanche River,"At Bridge On Rosegrove Beach Road,",48.02975414,-80.06945423,I,1981,1996,16,0
18771001002,Amikougami Creek,"At Highway No. 66,",48.11893339,-80.08915936,I,1981,1982,2,0
18771001102,Alligator Creek,"Upstream Of Englehart Lagoon Discharge,",47.83928177,-79.88844473,I,1982,1985,4,0
18771001202,Alligator Creek,"1St.Conc.Rd.D/S Englehart Lagoon,",47.84359577,-79.86795636,I,1982,1984,3,0
18771001302,Blanche River,"At Hwy 65,",47.60984577,-79.54185686,I,1988,1996,9,0
18771001402,Wright Creek,"At Hwy 65,",47.60986052,-79.53875948,I,1988,1990,3,0
19000100102,Winnipeg River,"At First Cpr Br.West Of Main St.Kenora,",49.76956502,-94.4991035,I,1968,1995,22,6
19000100202,Winnipeg River,"North-West Of Old Fort Island,",49.78487902,-94.512869,I,1968,1995,22,6
19000100302,Rainy River,"Downstream Of Emo,",48.63469052,-93.91460762,I,1968,1990,18,5
19000100402,Rainy River,"Upstream From Fort Frances Toll Bridge,",48.60540589,-93.38816174,I,1968,1990,18,5
19000100502,Wabigoon River,"Upstr From Great Lakes Forest Products,",49.78191552,-92.84273924,I,1968,1996,24,5
19000100602,Wabigoon River,"At Golf Course Bridge Dryden,",49.79053402,-92.85294187,I,1968,1996,24,5
19000100702,English River,"At Manitou Falls Hydro Dam,",50.58337927,-93.45527199,I,1968,1982,10,5
19000100802,Troutlake River,"At Highway No 105,",50.8277784,-93.41545124,I,1969,1996,23,5
19000100902,Rainy River,"Dnstr.From Confluence With Baudette R.,",48.72122377,-94.59239287,I,1969,1992,19,5
19000101002,Rainy River,"Upstr.From Confluence With Baudette R.,",48.71597502,-94.55245062,I,1969,1990,17,5
19000101102,Rainy River,"Above Emo,",48.62488177,-93.83178412,I,1969,1992,19,5
19000101202,Rainy River,"Downstream From Fort Frances,  North,",48.54391264,-93.48527312,I,1969,1992,19,5
19000101302,Rainy River,"Downstream From Fort Frances,  Centre,",48.54366077,-93.48525662,I,1969,1981,8,5
19000101402,Rainy River,"Downstream From Fort Frances,  South,",48.54337164,-93.48522574,I,1969,1981,8,5
19000101502,Chukuni River,"Downstream From Balmer Creek,",51.02460402,-93.72444987,I,1971,1996,21,5
19000101602,Balmer Creek,"At Balmer Lake Outlet,",51.0530794,-93.73428024,I,1971,1996,21,5
